PLAYER,TEAM,AGE,GP,W,L,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
Harrison Barnes,SAC,27,77,34,43,32.9,1.9,1.3,1.5,5.5,11.0,9.0,11.5,34.5,0.2,0.6,1.6,2.6
Harry Giles III,SAC,21,58,26,32,14.1,1.0,1.3,0.6,5.3,5.3,4.4,4.1,15.2,0.4,0.2,2.6,1.7
Hassan Whiteside,MIA,30,72,33,39,23.3,1.7,4.0,0.5,10.2,8.4,6.8,6.9,20.7,1.9,0.7,2.7,3.1
Haywood Highsmith,PHI,22,5,2,3,8.0,0.0,0.4,0.0,1.2,3.8,3.4,2.8,12.4,0.0,0.2,0.2,0.2
Henry Ellenson,NYK,22,19,4,15,13.6,0.6,0.4,0.7,1.8,4.4,2.8,3.1,13.3,0.1,0.3,1.4,1.3
Ian Clark,NOP,28,60,24,36,16.2,0.5,0.7,1.1,2.1,5.9,4.7,5.3,17.1,0.1,0.4,1.6,0.7
Ian Mahinmi,WAS,32,34,12,22,14.6,0.6,1.1,0.2,2.6,4.3,4.1,4.3,12.4,0.5,0.3,2.5,1.7
Ike Anigbogu,IND,20,3,2,1,2.1,0.0,0.0,0.0,0.0,0.7,1.3,1.0,3.3,0.3,0.0,0.0,0.0
Iman Shumpert,HOU,29,62,39,23,23.9,1.6,0.7,1.5,1.2,8.3,7.2,7.1,26.5,0.4,0.2,2.0,1.3
Isaac Bonga,LAL,19,22,7,15,5.5,0.0,0.2,0.0,0.5,1.7,1.5,1.5,4.5,0.2,0.2,0.4,0.5
Isaac Humphries,ATL,21,5,1,4,11.3,0.0,0.8,0.0,1.2,5.0,2.2,5.0,11.6,0.0,0.8,1.4,0.6
Isaiah Briscoe,ORL,23,39,17,22,14.3,0.3,0.1,0.4,1.7,4.3,3.1,3.1,13.3,0.1,0.2,1.7,1.3
Isaiah Canaan,MIL,28,30,10,20,20.9,0.9,0.5,0.7,1.5,8.6,5.7,8.0,24.3,0.1,0.4,1.7,1.0
Isaiah Hartenstein,HOU,21,28,15,13,7.9,0.3,0.3,0.2,1.3,3.4,1.9,1.6,7.4,0.4,0.2,2.0,0.5
Isaiah Hicks,NYK,24,3,1,2,10.8,0.7,0.0,0.0,1.3,2.3,3.0,1.0,8.7,1.0,0.0,1.7,1.7
Isaiah Thomas,DEN,30,12,6,6,15.1,2.5,1.7,2.3,2.7,5.2,5.0,3.2,14.8,0.1,0.7,1.4,1.9
Ish Smith,DET,30,56,33,23,22.3,1.2,0.3,0.9,4.1,6.3,4.8,4.6,22.7,0.2,0.4,1.9,1.2
Ivan Rabb,MEM,22,49,20,29,14.7,0.8,1.4,0.4,4.1,6.0,3.4,5.8,13.8,0.3,0.1,1.8,1.7
Ivica Zubac,LAC,22,59,32,27,17.6,1.2,1.7,0.9,7.0,6.7,4.2,5.8,18.6,0.9,0.8,2.3,1.9
J.J. Barea,DAL,35,38,20,18,19.8,1.3,0.4,1.0,4.5,6.2,5.9,5.6,19.2,0.0,0.3,1.3,2.2
J.P. Macura,CHA,24,2,1,1,8.4,0.0,0.0,1.0,3.0,3.5,1.0,1.0,5.0,0.0,0.5,0.0,0.5
JJ Redick,PHI,35,76,49,27,31.3,2.1,1.4,2.0,2.1,11.8,8.2,10.0,32.7,0.2,0.3,1.7,2.5
JR Smith,CLE,33,11,1,10,20.2,1.0,0.5,0.5,1.3,8.2,6.4,5.6,20.2,0.3,0.0,1.7,0.9
JaKarr Sampson,CHI,26,4,1,3,31.8,3.0,3.0,2.5,10.0,7.0,12.5,7.0,29.0,0.8,1.3,2.0,2.8
JaMychal Green,LAC,29,65,31,34,21.1,1.5,2.0,0.9,4.1,8.0,5.5,6.4,18.9,0.5,0.6,3.0,1.4
JaVale McGee,LAL,31,75,35,40,22.3,1.2,2.3,1.3,10.3,9.1,7.0,8.3,24.0,2.0,0.3,2.8,2.1
Jabari Parker,WAS,24,64,18,46,26.9,1.7,1.5,2.0,7.8,10.4,7.9,7.0,28.3,0.5,0.8,2.3,2.4
Jacob Evans,GSW,22,30,21,9,6.8,0.3,0.3,0.2,0.5,2.7,2.2,2.5,6.5,0.1,0.1,0.9,0.2
Jae Crowder,UTA,28,80,48,32,27.1,1.8,1.0,1.7,3.0,9.7,6.6,6.3,26.3,0.4,0.3,2.1,2.1
Jahlil Okafor,NOP,23,59,23,36,15.8,0.9,1.7,0.5,6.9,6.2,4.7,5.8,16.9,0.7,0.5,1.6,1.6
Jake Layman,POR,25,71,46,25,18.7,1.1,1.0,0.9,4.0,6.8,5.3,4.9,19.5,0.4,0.2,1.6,1.2
Jakob Poeltl,SAS,23,77,43,34,16.5,0.7,1.5,0.2,4.6,5.1,4.0,4.6,16.1,0.9,0.2,1.6,1.2
Jalen Brunson,DAL,22,73,27,46,21.8,1.0,0.8,1.3,4.5,6.6,5.4,7.2,22.2,0.1,0.6,1.7,2.2
Jalen Jones,CLE,26,16,3,13,13.4,1.3,1.3,0.7,1.9,5.0,2.5,3.5,12.9,0.1,0.1,1.7,1.1
Jamal Crawford,PHX,39,64,13,51,18.9,1.0,0.4,0.9,1.4,8.4,7.0,7.1,21.4,0.2,0.1,1.2,1.4
Jamal Murray,DEN,22,75,49,26,32.6,2.2,1.5,2.1,6.6,10.9,7.6,8.5,33.5,0.4,0.7,2.0,2.7
James Ennis III,PHI,28,58,35,23,21.2,1.7,1.2,1.4,2.8,9.1,5.9,5.7,23.4,0.4,0.2,2.6,1.2
James Harden,HOU,29,78,51,27,36.8,5.4,2.8,3.1,11.1,12.8,10.4,11.2,39.2,0.7,1.4,3.1,7.2
James Johnson,MIA,32,55,27,28,21.2,1.0,0.5,0.4,3.9,7.2,5.8,5.9,18.9,0.5,0.3,2.1,1.1
James Nunnally,HOU,28,15,8,7,6.8,0.3,0.0,0.1,0.5,2.2,2.0,1.9,9.1,0.0,0.1,0.7,0.2
Jared Dudley,BKN,33,59,28,31,20.7,0.7,0.8,0.5,1.3,7.2,5.9,4.3,20.5,0.3,0.2,2.2,1.2
Jared Terrell,MIN,24,14,4,10,7.9,0.2,0.5,0.1,0.4,2.7,2.9,1.9,7.7,0.1,0.1,1.1,0.2
Jarell Martin,ORL,25,42,20,22,7.8,0.3,0.2,0.4,0.8,2.0,1.5,2.4,6.7,0.2,0.1,1.2,0.4
Jaren Jackson Jr.,MEM,19,58,23,35,26.1,2.0,1.6,1.3,8.2,8.4,6.5,8.7,22.8,1.4,0.7,3.8,3.5
Jaron Blossomgame,CLE,25,27,4,23,16.3,0.8,1.1,0.4,2.4,5.3,4.2,4.6,16.6,0.3,0.3,0.7,0.6
Jarred Vanderbilt,DEN,20,17,10,7,4.1,0.2,0.4,0.0,1.1,1.4,0.8,1.0,4.0,0.1,0.2,0.5,0.4
Jarrett Allen,BKN,21,80,42,38,26.2,1.1,2.0,0.7,8.2,10.1,8.9,6.7,29.6,1.5,0.6,2.3,3.4
Jason Smith,NOP,33,20,10,10,9.5,0.1,0.4,0.0,0.9,3.4,2.5,3.8,9.1,0.4,0.1,1.5,0.7
Jawun Evans,OKC,22,8,4,4,8.0,0.0,0.0,0.3,0.5,2.0,2.1,2.0,8.5,0.0,0.1,1.0,0.4
Jaylen Adams,ATL,23,34,13,21,12.6,0.6,0.2,0.3,0.5,4.7,4.0,3.2,11.8,0.1,0.2,1.3,0.4
Jaylen Brown,BOS,22,74,41,33,25.9,2.6,1.4,3.0,6.3,8.2,7.3,7.0,24.6,0.4,0.6,2.5,2.3
Jaylen Morris,MIL,23,4,4,0,7.1,1.3,0.5,0.8,1.5,1.3,1.0,0.3,5.0,0.0,0.3,0.3,0.3
Jayson Tatum,BOS,21,79,48,31,31.1,3.0,1.7,2.6,6.3,8.8,8.5,8.4,28.9,0.7,0.6,2.1,2.6
Jeff Green,WAS,32,77,29,48,27.2,1.8,1.2,1.3,4.4,9.7,7.9,7.4,29.6,0.5,0.3,2.1,2.2
Jeff Teague,MIN,31,42,23,19,30.1,2.0,0.6,1.9,5.7,11.4,9.8,9.1,29.7,0.4,0.7,2.1,2.9
Jemerrio Jones,LAL,24,6,3,3,23.9,1.3,1.7,1.8,3.3,10.2,7.0,9.0,21.0,0.8,0.7,1.7,0.5
Jerami Grant,OKC,25,80,48,32,32.7,2.4,1.8,1.7,6.9,10.7,8.0,8.3,32.5,1.3,0.8,2.7,2.7
Jeremy Lamb,CHA,27,79,38,41,28.5,2.8,1.8,1.9,6.2,7.9,8.0,7.6,28.0,0.4,0.6,1.8,2.7
Jeremy Lin,TOR,30,74,31,43,19.4,1.7,0.5,1.6,4.0,8.6,5.6,6.5,18.7,0.2,0.5,1.9,3.1
Jerian Grant,ORL,26,60,28,32,15.6,0.8,0.3,0.6,0.8,5.0,3.8,3.8,14.8,0.1,0.1,1.3,1.0
Jerome Robinson,LAC,22,33,18,15,9.7,0.4,0.4,0.4,1.1,4.0,2.9,3.5,10.0,0.1,0.3,1.4,0.4
Jerryd Bayless,MIN,30,34,15,19,19.3,0.9,0.3,0.6,1.6,5.9,5.9,4.7,19.2,0.1,0.2,1.6,0.8
Jevon Carter,MEM,23,39,9,30,14.8,0.8,0.7,1.0,0.7,5.3,3.0,3.7,11.8,0.3,0.2,1.4,0.7
Jimmer Fredette,PHX,30,6,1,5,10.8,0.7,0.0,0.3,2.0,5.2,3.0,3.5,10.0,0.0,0.2,0.8,0.5
Jimmy Butler,PHI,29,65,38,27,33.6,2.6,2.0,2.6,8.2,11.5,9.0,10.8,35.8,0.6,0.7,1.7,4.2
Joakim Noah,MEM,34,42,14,28,16.5,1.4,1.2,0.5,5.0,5.2,4.1,5.7,13.3,0.7,0.6,2.3,2.0
Jodie Meeks,TOR,31,8,7,1,13.0,1.1,0.6,1.0,2.8,5.0,3.3,4.3,14.5,0.1,0.3,0.6,0.3
Joe Chealey,CHA,23,1,0,1,7.8,2.0,0.0,0.0,2.0,0.0,5.0,2.0,8.0,0.0,1.0,1.0,0.0
Joe Harris,BKN,27,76,41,35,30.2,2.0,1.4,1.3,4.7,11.8,9.6,6.9,32.8,0.2,0.9,2.4,1.6
Joe Ingles,UTA,31,82,50,32,31.3,1.8,1.2,1.0,3.8,10.2,7.4,7.4,30.6,0.2,0.4,2.2,2.1
Joel Embiid,PHI,25,64,43,21,33.7,3.3,4.1,1.5,13.1,11.8,8.7,10.1,32.9,1.9,1.2,3.3,7.7
John Collins,ATL,21,61,24,37,30.0,2.7,4.2,1.9,13.0,13.5,8.9,11.1,32.3,0.6,1.1,3.3,3.8
John Henson,CLE,28,14,10,4,13.5,0.6,1.1,0.1,2.9,3.6,3.3,2.9,9.7,0.8,0.1,1.1,0.6
John Holland,CLE,30,1,0,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Jenkins,NYK,28,26,8,18,12.8,0.4,0.0,0.3,0.5,4.0,3.5,2.8,13.5,0.1,0.2,0.4,0.6
John Wall,WAS,28,32,11,21,34.5,3.6,0.9,3.1,9.4,13.0,11.3,10.9,34.6,0.9,1.1,2.2,4.1
Johnathan Motley,LAC,24,22,12,10,7.1,0.8,0.9,0.5,3.5,3.5,1.6,2.5,7.6,0.1,0.2,1.2,1.1
Johnathan Williams,LAL,24,24,10,14,15.5,0.8,2.0,1.0,5.3,4.2,4.3,4.5,15.2,0.3,0.5,2.6,1.9
Jon Leuer,DET,30,41,16,25,9.8,0.6,0.6,0.2,2.6,4.1,2.0,1.9,10.9,0.1,0.2,1.5,0.8
Jonah Bolden,PHI,23,44,24,20,14.5,0.4,1.1,0.7,2.0,6.1,3.6,4.7,16.2,0.9,0.1,2.3,0.5
Jonas Jerebko,GSW,32,73,52,21,16.7,1.1,1.2,1.1,2.0,6.0,4.5,5.2,16.4,0.2,0.2,1.9,1.0
Jonas Valanciunas,MEM,27,49,31,18,22.3,1.8,3.3,0.4,10.8,8.2,5.7,8.5,20.7,1.1,0.8,3.0,3.0
Jonathan Isaac,ORL,21,75,37,38,26.6,1.7,1.4,1.2,3.7,8.6,5.9,8.2,26.4,1.3,0.4,1.9,1.8
Jonathon Simmons,PHI,29,56,25,31,19.0,1.2,0.6,0.8,3.0,6.8,4.8,5.7,18.7,0.3,0.7,1.6,1.9
Jordan Bell,GSW,24,68,46,22,11.6,0.3,0.5,0.5,2.3,4.8,3.5,4.2,11.6,0.8,0.2,1.2,0.8
Jordan Clarkson,CLE,27,81,18,63,27.3,2.6,1.4,1.6,6.7,9.7,7.0,7.2,28.6,0.2,0.7,1.4,2.1
Jordan Loyd,TOR,25,12,11,1,4.6,0.2,0.2,0.2,0.5,3.3,1.3,2.0,5.0,0.0,0.1,0.4,0.7
Jordan McRae,WAS,28,27,9,18,12.3,1.0,0.5,0.9,2.1,3.9,3.6,3.9,14.4,0.3,0.3,1.0,1.2
Jordan Sibert,ATL,26,1,1,0,4.2,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jose Calderon,DET,37,49,22,27,12.9,0.2,0.2,0.0,0.4,4.7,3.0,3.2,13.1,0.1,0.2,1.3,0.4
Josh Hart,LAL,24,67,31,36,25.6,1.8,0.7,2.3,2.7,9.1,7.0,7.5,26.2,0.6,0.5,2.2,1.3
Josh Jackson,PHX,22,79,19,60,25.2,1.8,0.9,1.8,5.7,9.8,8.4,8.4,26.5,0.7,0.9,2.6,2.3
Josh Okogie,MIN,20,74,32,42,23.7,1.6,0.8,1.6,3.0,7.4,6.8,7.1,25.1,0.4,0.4,2.2,2.2
Josh Richardson,MIA,25,73,35,38,34.8,2.5,1.3,1.6,4.9,12.5,9.9,9.2,29.9,0.5,0.9,2.7,3.5
Jrue Holiday,NOP,29,67,30,37,35.8,2.9,1.5,2.6,11.2,13.5,10.1,10.5,36.8,0.8,1.0,2.2,3.6
Juancho Hernangomez,DEN,23,70,44,26,19.4,0.7,1.2,0.7,1.9,5.6,5.2,4.8,18.9,0.3,0.2,1.3,1.1
Julian Washburn,MEM,27,18,7,11,14.1,0.4,0.3,0.6,0.8,4.1,4.1,3.6,12.2,0.1,0.1,0.9,0.3
Julius Randle,NOP,24,73,31,42,30.6,3.1,3.2,2.3,13.2,11.7,8.6,9.7,32.3,0.6,1.2,3.4,5.0
Justin Anderson,ATL,25,48,17,31,9.7,0.7,0.6,0.8,1.6,3.7,3.2,2.7,9.8,0.3,0.2,1.0,0.6
Justin Holiday,MEM,30,82,25,57,31.8,1.9,0.8,1.8,2.3,11.3,8.6,10.0,30.5,0.4,0.4,2.0,1.4
Justin Jackson,DAL,24,81,36,45,19.9,1.1,1.0,1.4,2.6,6.0,5.7,6.0,20.6,0.2,0.1,1.2,0.9
Justin Patton,PHI,22,3,2,1,6.9,0.0,0.0,0.0,1.3,1.3,2.0,3.0,6.7,0.0,0.0,1.7,0.3
Justise Winslow,MIA,23,66,30,36,29.7,1.5,1.1,1.5,5.7,10.6,7.9,7.9,25.6,0.3,0.7,2.7,1.9
Jusuf Nurkic,POR,24,72,45,27,27.4,1.9,3.6,0.6,10.3,7.4,7.3,7.4,27.0,1.4,0.9,3.5,4.3
Kadeem Allen,NYK,26,19,3,16,21.9,1.4,1.2,0.4,4.1,6.9,6.2,5.1,20.7,0.2,0.3,2.4,2.4
Kalin Lucas,DET,30,1,0,1,5.6,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
Karl-Anthony Towns,MIN,23,77,34,43,33.0,3.7,4.5,0.7,12.1,10.8,10.4,9.2,33.7,1.6,1.0,3.8,5.8
Kawhi Leonard,TOR,28,60,41,19,34.0,4.2,2.3,3.9,9.9,9.7,9.3,8.2,33.2,0.4,0.8,1.5,6.0
Keita Bates-Diop,MIN,23,30,10,20,16.8,1.2,0.6,1.0,2.9,4.5,5.2,4.2,18.3,0.5,0.2,1.0,0.6
Kelly Olynyk,MIA,28,79,39,40,22.9,1.4,1.1,0.7,3.4,8.2,6.6,5.9,19.5,0.5,0.3,2.3,2.5
Kelly Oubre Jr.,PHX,23,69,21,48,28.0,2.9,1.9,2.8,7.0,10.8,9.3,9.2,29.7,0.9,1.0,2.6,3.2
Kemba Walker,CHA,29,82,39,43,34.9,3.3,1.7,2.9,8.4,10.0,9.4,9.8,34.9,0.4,1.5,1.6,5.1
Kenneth Faried,HOU,29,37,21,16,19.7,2.0,2.5,0.7,7.7,6.5,5.6,5.3,21.7,0.6,0.5,2.2,2.1
Kenrich Williams,NOP,24,46,17,29,23.5,0.9,0.5,1.4,2.3,9.2,7.0,8.7,27.2,0.4,0.4,2.1,1.0
Kent Bazemore,ATL,29,67,24,43,24.5,2.6,1.2,2.3,4.2,10.3,7.9,7.2,23.9,0.6,0.5,2.5,2.2
Kentavious Caldwell-Pope,LAL,26,82,37,45,24.8,2.1,0.9,2.7,2.8,10.0,7.8,7.4,26.4,0.2,0.2,1.7,1.8
Kevin Durant,GSW,30,78,54,24,34.6,3.6,1.9,4.6,8.5,12.2,10.1,10.8,33.2,1.1,0.5,2.0,4.9
Kevin Huerter,ATL,20,75,27,48,27.3,1.8,0.9,1.5,3.4,11.6,7.7,9.9,29.1,0.3,0.4,2.1,0.8
Kevin Knox,NYK,19,75,15,60,28.8,1.9,1.1,1.9,4.6,9.9,8.8,7.3,30.6,0.3,0.8,2.3,2.3
Kevin Love,CLE,30,22,7,15,27.2,2.2,2.2,0.9,4.1,8.8,7.3,8.1,29.2,0.2,0.8,2.5,3.5
Kevon Looney,GSW,23,80,56,24,18.5,0.7,1.8,0.4,4.8,6.2,5.1,5.4,17.8,0.7,0.4,2.6,1.2
Khem Birch,ORL,26,50,26,24,12.9,0.7,1.0,0.5,3.6,3.7,2.5,2.7,13.0,0.6,0.2,1.4,1.3
Khris Middleton,MIL,27,77,56,21,31.1,2.2,1.0,2.2,5.7,9.6,7.9,6.8,27.6,0.1,0.8,2.2,2.4
Khyri Thomas,DET,23,26,13,13,7.5,0.1,0.2,0.2,0.7,2.8,1.4,1.8,6.2,0.2,0.2,0.8,0.2
Klay Thompson,GSW,29,78,55,23,34.0,2.8,1.4,3.5,5.4,12.5,9.8,10.7,33.7,0.6,0.5,2.0,2.2
Kobi Simmons,CLE,21,1,0,1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosta Koufos,SAC,30,42,21,21,11.9,0.4,1.0,0.3,3.2,3.9,3.9,3.5,11.5,0.4,0.2,1.6,0.6
Kostas Antetokounmpo,DAL,21,2,1,1,5.3,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.5,0.0,1.0
Kris Dunn,CHI,25,46,14,32,30.2,1.5,0.4,1.5,5.9,10.8,8.4,7.9,31.1,0.5,0.6,3.6,1.8
Kyle Anderson,MEM,25,43,19,24,29.8,1.6,1.0,1.6,5.8,10.7,6.9,9.6,26.4,0.9,0.3,2.6,1.4
Kyle Korver,UTA,38,70,39,31,19.1,1.0,1.0,0.7,0.6,7.4,4.6,4.6,19.0,0.2,0.3,1.5,0.9
Kyle Kuzma,LAL,23,70,33,37,33.1,2.6,1.6,3.4,9.4,12.4,9.2,10.3,35.0,0.4,1.0,2.4,2.8
Kyle Lowry,TOR,33,65,47,18,34.1,2.0,1.2,2.5,3.5,10.8,9.0,9.1,32.2,0.5,0.5,2.6,3.8
Kyle O'Quinn,IND,29,45,27,18,8.2,0.4,0.8,0.2,1.6,2.6,2.7,3.5,7.9,0.6,0.1,1.5,0.5
Kyrie Irving,BOS,27,67,37,30,33.0,3.4,1.8,3.6,8.7,9.9,9.2,9.5,31.7,0.5,0.7,2.5,3.6
LaMarcus Aldridge,SAS,33,81,48,33,33.2,2.2,3.5,0.8,10.3,9.6,8.7,9.3,31.5,1.3,0.6,2.2,4.7
Lance Stephenson,LAL,28,68,33,35,16.5,0.9,0.9,0.9,2.2,6.3,4.7,5.8,17.4,0.1,0.3,1.6,1.0
Lance Thomas,NYK,31,46,7,39,17.0,0.7,0.4,0.5,1.7,4.5,4.1,3.7,18.0,0.2,0.2,1.8,0.9
Landry Shamet,LAC,22,79,51,28,22.8,1.4,0.8,1.3,1.4,8.5,5.6,6.5,25.2,0.1,0.2,2.0,1.1
Langston Galloway,DET,27,80,41,39,21.8,1.2,0.9,0.9,1.5,6.7,5.5,4.7,23.2,0.1,0.3,1.7,1.0
Larry Nance Jr.,CLE,26,67,16,51,26.8,1.5,1.9,0.8,5.9,9.7,6.6,8.0,26.4,0.6,0.4,2.9,2.4
Lauri Markkanen,CHI,22,52,16,36,32.3,2.3,2.3,1.7,7.2,11.4,8.9,8.7,33.4,0.6,0.7,2.3,3.2
LeBron James,LAL,34,55,28,27,35.2,4.2,2.7,5.3,13.5,13.0,9.3,11.2,37.2,0.6,0.9,1.7,5.8
Lonnie Walker IV,SAS,20,17,12,5,6.9,0.4,0.1,0.5,0.9,3.2,2.5,3.2,7.8,0.2,0.2,0.4,0.5
Lonzo Ball,LAL,21,47,25,22,30.3,1.9,1.2,2.2,4.2,11.0,8.6,9.6,31.6,0.4,0.5,2.4,1.3
Lorenzo Brown,TOR,28,26,20,6,8.2,0.4,0.0,0.3,1.1,3.0,1.9,2.7,8.0,0.2,0.3,0.8,0.2
Lou Williams,LAC,32,75,47,28,26.6,2.1,1.0,2.5,7.1,9.5,8.7,8.0,28.0,0.1,1.0,1.1,4.7
Luc Mbah a Moute,LAC,32,4,2,2,15.3,1.3,0.8,0.5,2.5,6.0,6.3,5.3,18.0,0.3,0.5,2.0,0.8
Luka Doncic,DAL,20,72,28,44,32.2,3.0,2.0,2.9,8.0,11.5,8.5,12.3,32.0,0.3,0.7,1.9,5.6
Luke Kennard,DET,23,63,30,33,22.8,1.6,0.6,1.9,2.2,6.7,5.4,5.4,23.6,0.2,0.3,1.5,1.0
Luke Kornet,NYK,23,46,9,37,17.0,0.7,0.8,0.3,1.3,5.5,5.0,3.6,17.1,0.9,0.1,0.9,1.1
Luol Deng,MIN,34,22,11,11,17.8,1.4,1.0,1.2,3.5,4.9,4.9,4.4,16.2,0.4,0.3,1.1,1.1
Malachi Richardson,TOR,23,22,16,6,4.7,0.3,0.1,0.4,0.1,2.3,1.3,1.6,5.3,0.0,0.1,0.6,0.2
Malcolm Brogdon,MIL,26,64,49,15,28.6,1.8,1.3,2.4,8.1,8.7,6.5,5.8,24.5,0.2,0.9,1.6,1.8
Malcolm Miller,TOR,26,10,9,1,6.7,0.3,0.4,0.5,0.0,3.7,2.2,2.4,6.8,0.1,0.1,0.5,0.2
Malik Beasley,DEN,22,81,53,28,23.2,2.1,1.0,2.3,3.7,7.2,6.1,5.6,24.0,0.1,0.4,1.4,0.8
Malik Monk,CHA,21,73,34,39,17.2,1.4,0.6,1.5,2.5,5.1,4.8,4.8,18.0,0.3,0.4,1.5,1.2
MarShon Brooks,MEM,30,29,15,14,13.3,0.9,0.8,0.9,3.4,4.0,3.4,3.6,11.1,0.1,0.3,1.1,1.0
Marc Gasol,TOR,34,79,39,40,30.8,1.9,1.2,0.7,5.0,9.9,7.0,8.6,27.2,1.1,0.5,2.7,3.6
Marcin Gortat,LAC,35,47,25,22,16.0,0.6,0.9,0.4,4.0,5.8,4.3,5.6,19.0,0.5,0.3,2.0,1.4
Marco Belinelli,SAS,33,79,46,33,23.0,1.1,0.7,1.5,1.9,7.6,6.3,7.0,23.1,0.1,0.2,1.5,1.4
Marcus Derrickson,GSW,23,11,9,2,6.1,0.7,1.2,0.0,0.4,1.7,2.6,1.9,5.5,0.1,0.1,0.8,0.3
Marcus Morris,BOS,29,75,44,31,27.9,2.2,1.5,1.3,4.1,9.1,7.0,8.4,26.8,0.3,0.5,2.4,2.2
Marcus Smart,BOS,25,80,48,32,27.5,1.4,0.8,1.0,2.5,8.5,7.8,8.0,26.0,0.4,0.2,2.5,1.9
Mario Hezonja,NYK,24,58,12,46,20.8,1.6,0.7,1.3,4.1,6.9,6.3,5.0,22.1,0.1,0.5,1.9,1.8
Markelle Fultz,ORL,21,19,12,7,22.5,0.9,1.1,1.4,5.4,8.2,6.1,5.3,21.2,0.3,0.9,2.7,1.5
Markieff Morris,OKC,29,58,24,34,21.9,1.2,1.6,0.4,3.6,7.8,6.7,6.6,20.8,0.4,0.4,3.0,1.7
Marquese Chriss,CLE,21,43,17,26,11.6,0.9,0.8,0.4,2.3,4.5,3.8,3.4,12.0,0.3,0.5,1.9,1.0
Marvin Bagley III,SAC,20,62,30,32,25.3,2.4,3.5,1.8,9.1,8.5,7.9,7.9,27.2,1.0,0.7,1.9,3.6
Marvin Williams,CHA,33,75,35,40,28.4,1.6,1.2,1.0,3.2,7.6,7.5,8.4,28.8,0.8,0.3,2.1,1.2
Mason Plumlee,DEN,29,82,54,28,21.1,0.8,1.4,0.5,6.2,5.6,6.3,4.8,20.5,0.9,0.4,3.1,2.5
Matthew Dellavedova,CLE,28,48,20,28,16.9,0.7,0.5,0.5,1.9,5.6,4.2,3.8,16.2,0.0,0.1,1.6,1.2
Maurice Harkless,POR,26,60,37,23,23.6,1.7,1.4,0.8,5.1,6.7,7.0,7.3,23.0,0.9,0.4,2.7,1.0
Maxi Kleber,DAL,27,71,30,41,21.2,1.2,1.1,0.7,2.4,6.8,5.6,7.2,20.8,1.1,0.3,2.0,1.0
Melvin Frazier Jr.,ORL,22,10,8,2,4.4,0.6,0.2,0.6,1.2,0.8,0.9,1.6,4.4,0.0,0.0,0.6,0.4
Meyers Leonard,POR,27,61,35,26,14.4,0.4,0.7,0.4,2.5,5.5,3.9,4.4,13.7,0.1,0.1,1.7,0.9
Michael Beasley,LAL,30,26,11,15,10.7,1.1,0.7,0.4,5.1,3.8,3.6,3.4,10.8,0.4,0.3,1.6,1.1
Michael Carter-Williams,ORL,27,28,17,11,13.3,0.5,0.5,0.5,2.6,3.8,3.4,3.0,14.9,0.5,0.3,1.7,2.0
Michael Kidd-Gilchrist,CHA,25,64,29,35,18.4,1.3,1.3,0.8,3.7,5.4,5.5,4.6,17.0,0.6,0.6,2.4,1.7
Mikal Bridges,PHX,22,82,19,63,29.5,2.4,0.8,1.8,3.1,11.6,9.7,8.8,31.8,0.5,0.4,2.5,1.3
Mike Conley,MEM,31,70,30,40,33.5,3.4,1.4,1.9,7.1,11.4,8.1,10.9,29.0,0.3,0.6,1.8,5.3
Mike Muscala,LAL,27,64,35,29,20.4,1.1,0.9,1.0,1.3,7.2,5.5,6.6,21.6,0.6,0.2,2.0,1.1
Mike Scott,PHI,30,79,44,35,17.7,0.6,0.5,0.9,1.2,5.9,5.0,5.4,18.5,0.2,0.3,2.0,0.4
Miles Bridges,CHA,21,80,38,42,21.2,1.2,1.2,0.8,4.1,6.3,5.9,5.9,22.8,0.6,0.4,1.4,0.8
Miles Plumlee,ATL,30,18,1,17,9.6,0.4,0.7,0.1,3.6,4.2,3.1,3.3,9.4,0.2,0.2,0.8,1.3
Milos Teodosic,LAC,32,15,8,7,10.0,0.0,0.2,0.0,0.5,3.6,2.3,3.5,10.5,0.1,0.1,1.8,0.7
Mitchell Creek,MIN,27,5,1,4,9.4,1.2,0.4,1.2,3.2,2.0,5.0,1.2,11.2,0.0,0.4,0.6,0.6
Mitchell Robinson,NYK,21,66,16,50,20.6,1.2,2.8,0.4,6.1,7.2,6.6,4.8,21.1,2.4,0.3,3.3,1.7
Mo Bamba,ORL,21,47,19,28,16.3,1.1,1.3,0.1,3.3,5.1,4.4,4.3,15.3,1.4,0.3,2.2,1.3
Monte Morris,DEN,24,82,54,28,24.0,1.6,0.9,1.4,4.7,6.6,6.5,5.7,24.6,0.0,0.5,1.2,1.2
